names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,pct_nz_reference
SNX1,12.201724,1.0433393,3.0431297986197146e-34,5.988257728993558e-32,0.9911504424778761,0.8635014836795252
RPL17,12.179524,0.3005674,3.996032801845779e-34,7.821326020339965e-32,1.0,1.0
RPL26,12.159704,0.44123197,5.0942706838276405e-34,9.865365148083358e-32,1.0,1.0
ACAT1,12.154155,1.0835441,5.452284067993107e-34,1.05031078511903e-31,0.9690265486725663,0.8308605341246291
MYEOV,12.084651,3.8224196,1.2730959635580566e-33,2.4018858434117746e-31,0.6548672566371682,0.06528189910979229
HSPA8,12.0286255,0.3994642,2.5131050910148096e-33,4.645563607890558e-31,1.0,1.0
REPS2,12.01964,1.3050122,2.8018960535394422e-33,5.15337675656267e-31,0.9646017699115044,0.6913946587537092
SNHG8,11.969956,0.87399185,5.10552342362208e-33,9.343363141399587e-31,0.9911504424778761,0.9347181008902077
RPLP0,11.968371,0.31547853,5.204025125927235e-33,9.476244956918544e-31,1.0,1.0
CERS2,11.914459,0.5292856,9.950934303590116e-33,1.7941583568753784e-30,1.0,0.9940652818991098
SQSTM1,11.911817,0.3860607,1.0271452047131165e-32,1.842869688122783e-30,1.0,1.0
H2AFZ,11.878254,0.62104,1.5354057472639156e-32,2.7280284347381834e-30,1.0,1.0
KRT19,11.871648,0.23894493,1.6616298835525452e-32,2.9239093926878228e-30,1.0,1.0
HSP90AA1,11.832006,0.26328865,2.6668937150447014e-32,4.648141755445291e-30,1.0,1.0
GATA3-AS1,11.785759,0.82773143,4.6223809064869167e-32,8.018187846366239e-30,0.9778761061946902,0.9525222551928784
RPL7A,11.743211,0.29758525,7.652480298385246e-32,1.3149691615079736e-29,1.0,1.0
BTG2,11.720484,1.1437376,1.0009900324437527e-31,1.7120203821249437e-29,0.9911504424778761,0.8160237388724035
CISH,11.704891,0.8831196,1.203130755797155e-31,2.0481762229270543e-29,0.9867256637168141,0.9347181008902077
RPL29,11.656794,0.27348632,2.1187088493184915e-31,3.5571955318305556e-29,1.0,1.0
PMP22,11.587819,1.3772627,4.750769935351418e-31,7.903769563808967e-29,0.9469026548672567,0.5934718100890207
KRT18,11.539192,0.2690918,8.370718579210366e-31,1.3800750933228765e-28,1.0,1.0
ATOX1,11.526243,0.47402582,9.72974310026311e-31,1.5969431713575341e-28,1.0,1.0
ADORA2A,11.505365,0.9149779,1.239626927484864e-30,2.0255171952175674e-28,0.9911504424778761,0.8813056379821959
PLXNB1,11.400186,0.97755975,4.172299593465918e-30,6.697821816686231e-28,0.9734513274336283,0.8664688427299704
RPL32,11.399128,0.2450589,4.223267684412948e-30,6.750035830445341e-28,1.0,1.0
EPPK1,11.348916,1.5077078,7.508740779178317e-30,1.184600953701317e-27,0.8893805309734514,0.47774480712166173
RPL36,11.345217,0.33792624,7.833199131519543e-30,1.2252261598835334e-27,1.0,1.0
AC037198.2,11.339402,3.1234584,8.371390830571075e-30,1.3038352161265187e-27,0.6504424778761062,0.09792284866468842
TUBA1B,11.260121,0.42344722,2.0647520053547378e-29,3.175293619663393e-27,1.0,1.0
UBP1,11.257214,1.0071113,2.1339896796956525e-29,3.2680400111523254e-27,0.9911504424778761,0.8338278931750742
ABCC5,11.229201,0.5679293,2.9311696446270546e-29,4.433212403429538e-27,1.0,1.0
NDUFC1,11.025711,0.673945,2.872387958253724e-28,4.2052908664017824e-26,0.995575221238938,0.973293768545994
SLC25A48,11.009855,2.8358088,3.4255494855257995e-28,4.9951608254872423e-26,0.6504424778761062,0.10089020771513353
CDKN1B,11.002456,0.88284916,3.7186660101823715e-28,5.401067247566864e-26,0.9823008849557522,0.8753709198813057
NUAK1,10.992677,1.473471,4.1444706886169835e-28,5.995722200556135e-26,0.8761061946902655,0.516320474777448
PTMS,10.990563,0.3764025,4.242711740724863e-28,6.089705585187087e-26,1.0,1.0
FKBP10,10.974707,1.2873216,5.056971888394142e-28,7.201954400276809e-26,0.9424778761061947,0.5964391691394659
CD151,10.939294,0.4532224,7.477982025252666e-28,1.0608589926599722e-25,1.0,1.0
DEGS2,10.931894,0.4511804,8.113652179191842e-28,1.1465937583420873e-25,1.0,1.0
HIST2H2BE,10.821164,0.8736266,2.732831688366868e-27,3.760314760372772e-25,0.9734513274336283,0.8961424332344213
RPL3,10.792888,0.2977593,3.7191821635400625e-27,5.060438154934194e-25,1.0,1.0
CPNE7,10.678457,0.66220754,1.2838751122356357e-26,1.7087677448340544e-24,1.0,0.9910979228486647
TPRN,10.630624,0.987078,2.1467146288410808e-26,2.8263274147558417e-24,0.9734513274336283,0.7952522255192879
PAQR4,10.594154,1.5983353,3.171948937777706e-26,4.1611649846452266e-24,0.831858407079646,0.41839762611275966
RPL21,10.585962,0.31805268,3.462064429256634e-26,4.525536434829359e-24,1.0,1.0
CTSD,10.577241,0.5009443,3.799833236458297e-26,4.949384209523492e-24,1.0,1.0
AC068888.1,10.551342,0.82724905,5.007656577250351e-26,6.431060995927722e-24,0.9867256637168141,0.8902077151335311
MT1E,10.52148,0.6367902,6.878495862375083e-26,8.741660661763556e-24,1.0,0.9970326409495549
MT2A,10.492146,0.455005,9.387254666897378e-26,1.1888681939900031e-23,1.0,1.0
EDF1,10.488974,0.38726845,9.707689584291136e-26,1.2210005033492778e-23,1.0,1.0
GASK1B,10.458054,0.7749946,1.345914440545474e-25,1.6812905951674023e-23,0.9911504424778761,0.9198813056379822
MED10,10.365559,1.3389753,3.556739959979392e-25,4.3831730395692163e-23,0.8849557522123894,0.47477744807121663
PHYHD1,10.356837,1.9171919,3.8963140917378046e-25,4.7855366467011877e-23,0.7345132743362832,0.2522255192878338
RPS4X,10.314554,0.2900582,6.056179514309959e-25,7.388740880108628e-23,1.0,1.0
ATP8A2,10.304512,1.46987,6.723223271764293e-25,8.148234932776321e-23,0.8362831858407079,0.3649851632047478
NR2F2,10.274913,1.0620906,9.142670201992965e-25,1.1001613707722908e-22,0.9557522123893806,0.7062314540059347
TSPAN13,10.226287,0.52545595,1.5120584026722107e-24,1.8026986839154913e-22,1.0,1.0
LAMTOR4,10.121107,0.5960014,4.45351467152373e-24,5.241256929017365e-22,0.995575221238938,0.9762611275964391
MCM3AP,10.111857,0.83550084,4.894752012708614e-24,5.723732217800255e-22,0.9646017699115044,0.8783382789317508
NPM1,10.098115,0.3588148,5.631425165729841e-24,6.543358491773901e-22,1.0,1.0
CCDC85B,10.096793,0.86086005,5.707798254826166e-24,6.611111516610522e-22,0.9867256637168141,0.8427299703264095
EIF1B,10.042618,0.92907214,9.901112436255419e-24,1.1219523723819957e-21,0.9734513274336283,0.7626112759643917
SLC9A3R2,10.0307255,0.7358946,1.1169292569137945e-23,1.2617508559352406e-21,0.9867256637168141,0.9228486646884273
LINC01138,10.027025,2.9837313,1.1595709705738386e-23,1.3058909875068637e-21,0.588495575221239,0.09792284866468842
NBEAL2,10.024383,0.62251496,1.1910125792866554e-23,1.3325919704643906e-21,0.9911504424778761,0.9643916913946587
IL20,10.002448,0.90497863,1.4867508794230237e-23,1.6483992333754529e-21,0.9823008849557522,0.9169139465875371
ALDOA,10.002184,0.8772623,1.4907246967221522e-23,1.6483992333754529e-21,0.9646017699115044,0.8902077151335311
VSTM2A,9.993198,1.5439163,1.6322768121311414e-23,1.7940829910153726e-21,0.8584070796460177,0.5370919881305638
PYDC1,9.947479,1.3553472,2.5865080791133665e-23,2.800851544486045e-21,0.911504424778761,0.56973293768546
TSPAN4,9.914446,0.9919089,3.6025099993685626e-23,3.8781020143202575e-21,0.9646017699115044,0.7477744807121661
DANCR,9.891718,0.97803193,4.5219930834993937e-23,4.85365011287863e-21,0.9601769911504425,0.7359050445103857
NDUFAF3,9.884318,0.5259632,4.8688329798931786e-23,5.210647833247668e-21,1.0,0.9940652818991098
TOP2B,9.875069,0.7542365,5.339621689403701e-23,5.697827797488772e-21,0.9823008849557522,0.913946587537092
HMGN1,9.848906,0.406739,6.92941012519613e-23,7.372771511404173e-21,1.0,1.0
LRATD2,9.848377,0.5968632,6.965941356410018e-23,7.390157089448206e-21,0.9911504424778761,0.9673590504451038
INPP5J,9.804772,0.8431172,1.0738872428468153e-22,1.1294639935470197e-20,0.9778761061946902,0.8427299703264095
CHCHD10,9.794994,0.63335115,1.1830396001831572e-22,1.2336305528861464e-20,0.995575221238938,0.9643916913946587
IKBKE,9.753768,0.81570154,1.7774583234744616e-22,1.8377613586861233e-20,0.9778761061946902,0.8338278931750742
NAA10,9.709899,0.53664005,2.736089578344716e-22,2.8051432677029395e-20,1.0,0.9881305637982196
TMEM141,9.647002,0.5875269,5.061386803845665e-22,5.145883844654311e-20,0.995575221238938,0.973293768545994
WDR6,9.641452,0.60825205,5.342677763365548e-22,5.416824066951314e-20,0.995575221238938,0.973293768545994
STIP1,9.6295595,0.6218466,5.998586650680864e-22,6.065035082916307e-20,0.995575221238938,0.9643916913946587
EPS8L2,9.621367,0.7421025,6.496175670428928e-22,6.550042030671327e-20,0.9823008849557522,0.8931750741839762
RPS15A,9.612646,0.26984954,7.070786233526922e-22,7.07097942440762e-20,1.0,1.0
HNRNPAB,9.576177,0.44586828,1.0070382940690648e-21,1.0015926250332022e-19,1.0,0.9940652818991098
DHX30,9.570891,0.5905706,1.0598789675669975e-21,1.0484494619437751e-19,1.0,0.9821958456973294
SCUBE2,9.500595,0.9405339,2.0869462554803766e-21,2.0314978695967358e-19,0.9646017699115044,0.9080118694362018
CYC1,9.497688,0.47428915,2.1460210304053542e-21,2.083461955805474e-19,1.0,0.9940652818991098
QARS,9.494516,0.5904541,2.2123539220049607e-21,2.1419526691262802e-19,0.995575221238938,0.9821958456973294
RPL4,9.494252,0.28512102,2.2179723548505784e-21,2.1419526691262802e-19,1.0,1.0
RALY,9.463332,0.48542172,2.982821494283448e-21,2.8730065661123283e-19,1.0,0.9970326409495549
SEC24D,9.431091,0.9489655,4.058444428025237e-21,3.8683105341185335e-19,0.9247787610619469,0.6884272997032641
HINT1,9.417613,0.32927215,4.614575014067109e-21,4.386962599736889e-19,1.0,1.0
NDUFB10,9.406778,0.52111727,5.115775882311837e-21,4.825837965682875e-19,1.0,0.9792284866468842
METRN,9.405457,0.5222994,5.180468177189068e-21,4.874301176177303e-19,1.0,0.9910979228486647
PDE4DIP,9.402286,0.94773304,5.3390495260681094e-21,5.010629530862023e-19,0.9557522123893806,0.7181008902077152
CRTAP,9.400171,0.64805835,5.447428118411425e-21,5.099266408234695e-19,0.9778761061946902,0.9228486646884273
SCARB1,9.388543,0.82712877,6.083573382205972e-21,5.680226259237775e-19,0.9513274336283186,0.8071216617210683
SNHG7,9.387486,0.61985207,6.144924179820469e-21,5.722910175715242e-19,0.9734513274336283,0.9525222551928784
ABCA2,9.38405,1.0214974,6.348571131659257e-21,5.897564771316255e-19,0.9203539823008849,0.658753709198813
HLA-B,9.3729515,0.3345595,7.053217601509298e-21,6.5354089248567195e-19,1.0,1.0
RPS17,9.318247,0.2822281,1.1827837301086945e-20,1.084989155531537e-18,1.0,1.0
RNASEH2C,9.315868,0.73395467,1.2095890086812154e-20,1.106804182668529e-18,0.9778761061946902,0.887240356083086
ZG16B,9.308733,0.7722238,1.2936616973670879e-20,1.1807808425270021e-18,0.9778761061946902,0.8724035608308606
CXXC5,9.294726,0.5415403,1.4758493947132812e-20,1.3403861959280596e-18,0.995575221238938,0.973293768545994
NTHL1,9.274114,0.831494,1.7910234485593145e-20,1.6185987466844313e-18,0.9690265486725663,0.8100890207715133
PPP3CA,9.226809,1.2923548,2.788151549597038e-20,2.495088872048929e-18,0.8539823008849557,0.4362017804154303
SAMD11,9.193774,1.3334503,3.792930088423346e-20,3.3695396642325944e-18,0.8008849557522124,0.42729970326409494
PSMD4,9.181618,0.36686826,4.246617817918976e-20,3.763449364495217e-18,1.0,1.0
COMMD3,9.17554,0.6082044,4.493177202172262e-20,3.972337651611279e-18,0.9911504424778761,0.9525222551928784
VWA1,9.153341,0.59177005,5.519946704437974e-20,4.856624262719575e-18,1.0,0.9762611275964391
CDK18,9.126385,1.6946219,7.082471843101742e-20,6.201568227975284e-18,0.6902654867256637,0.2522255192878338
SIVA1,9.124006,0.56134766,7.239712900000282e-20,6.324122478589746e-18,0.9867256637168141,0.9762611275964391
BOLA2B,9.106036,0.8935751,8.54468958061941e-20,7.428602929697174e-18,0.9380530973451328,0.7299703264094956
NEURL3,9.071152,1.6648266,1.1776507318800615e-19,1.0189880481688447e-17,0.7123893805309734,0.2551928783382789
NACA,9.062431,0.27080292,1.2757480679409328e-19,1.1012654489317472e-17,1.0,1.0
PDCD6IP,9.020147,0.650287,1.8783611472260058e-19,1.610067830201851e-17,0.9867256637168141,0.9258160237388724
F12,8.9847355,1.2809345,2.593584223814655e-19,2.2025006073280785e-17,0.8141592920353983,0.44510385756676557
RHBDD2,8.969935,0.79691046,2.966873256516849e-19,2.5078643894173948e-17,0.9734513274336283,0.8338278931750742
HIF1A,8.967293,0.70566475,3.038907134125623e-19,2.5628350234131776e-17,0.9823008849557522,0.8902077151335311
UBE2D3,8.960687,0.4768749,3.2266391564359795e-19,2.714901603786512e-17,1.0,0.9881305637982196
LMX1B,8.933202,1.1663417,4.1385333970999103e-19,3.4583210243665255e-17,0.8628318584070797,0.5281899109792285
CARD19,8.926331,0.7968784,4.403721225027306e-19,3.67153987601878e-17,0.9734513274336283,0.8100890207715133
MDK,8.899639,0.4880275,5.602845855163977e-19,4.6501079624684067e-17,1.0,0.9910979228486647
ATP5IF1,8.893826,0.5486004,5.904047586586952e-19,4.8890055592006565e-17,1.0,0.9821958456973294
RPL5,8.882726,0.3182983,6.52415896802097e-19,5.3903102119308245e-17,1.0,1.0
CLTB,8.858413,0.7215109,8.116167424591008e-19,6.690537024942692e-17,0.9823008849557522,0.8753709198813057
SIGIRR,8.85577,0.5428243,8.310802004523044e-19,6.835587958821302e-17,1.0,0.973293768545994
CACYBP,8.850221,0.37255803,8.734664960811944e-19,7.16810475853538e-17,1.0,1.0
P4HTM,8.849427,0.69629705,8.796934537658304e-19,7.186977701179277e-17,0.9734513274336283,0.8961424332344213
ATP9A,8.823793,0.53325963,1.1064654613519202e-18,9.019541726267624e-17,0.995575221238938,0.9881305637982196
FSIP1,8.768032,1.8816248,1.818167525563933e-18,1.4657874361930728e-16,0.6371681415929203,0.20771513353115728
VDAC3,8.767767,0.5987125,1.822438897395465e-18,1.4660018919466245e-16,0.995575221238938,0.9436201780415431
MMP11,8.755082,0.65276647,2.039546280333692e-18,1.6263493116883109e-16,1.0,1.0
AARD,8.748475,1.2776638,2.1625435518289012e-18,1.716946996539905e-16,0.8407079646017699,0.4896142433234421
RPS21,8.743983,0.20257705,2.2503364172078595e-18,1.7789322506744031e-16,1.0,1.0
RHOC,8.736848,0.39137113,2.397057564502076e-18,1.890834136171131e-16,1.0,1.0
LRRN2,8.734998,0.8935095,2.4366134814377313e-18,1.9179030114860734e-16,0.915929203539823,0.7062314540059347
SERINC2,8.730769,0.48012802,2.5294633809398448e-18,1.9824601542993417e-16,1.0,0.9851632047477745
EEF1G,8.724426,0.40434143,2.675325601966178e-18,2.0922989819992324e-16,1.0,1.0
IMPAD1,8.715178,0.713015,2.903043705931756e-18,2.260729844272515e-16,0.9646017699115044,0.8456973293768546
RAB2A,8.682936,0.47825378,3.856817488463729e-18,2.9781303142460115e-16,1.0,0.9910979228486647
ATP6V0B,8.659415,0.40229198,4.7418874997345854e-18,3.65384893426917e-16,1.0,1.0
SLC9A3-AS1,8.655716,0.85459983,4.8982759241633874e-18,3.7585282410965226e-16,0.9203539823008849,0.7566765578635015
BIK,8.645145,0.6534794,5.373704111188894e-18,4.1061157447520816e-16,0.9823008849557522,0.9228486646884273
DDIT4,8.613432,1.2425252,7.090513721100888e-18,5.406664431375283e-16,0.8008849557522124,0.4124629080118694
VSIG10L2,8.608147,1.552821,7.425113442041158e-18,5.650032787778553e-16,0.7079646017699115,0.3086053412462908
HSPA2,8.601011,1.8136857,7.901660526859634e-18,6.000180019576545e-16,0.6327433628318584,0.20474777448071216
PRELID1,8.596254,0.3886932,8.23600155771997e-18,6.228220930043567e-16,1.0,1.0
CHRD,8.579869,0.6196706,9.498071521919304e-18,7.123748274052632e-16,0.995575221238938,0.9347181008902077
UBE2E2,8.5624275,1.4675046,1.1051537978347461e-17,8.238235062026384e-16,0.7212389380530974,0.3293768545994065
LNPEP,8.556878,0.6816582,1.1596519983486868e-17,8.626915201536643e-16,0.9867256637168141,0.8902077151335311
SLC38A2,8.54155,0.5645685,1.3243311096047345e-17,9.832016824065495e-16,1.0,0.9465875370919882
CST1,8.538643,1.1392895,1.358070831726549e-17,1.006209524534887e-15,0.8982300884955752,0.6528189910979229
RPL18A,8.495831,0.21869904,1.9652175749224903e-17,1.4328471804728698e-15,1.0,1.0
FLNA,8.495831,0.5969924,1.9652175749224903e-17,1.4328471804728698e-15,1.0,0.9673590504451038
PLAAT4,8.495302,0.43072852,1.9741814401561327e-17,1.4365211707983023e-15,1.0,1.0
HSPH1,8.464911,0.5318966,2.563480914343561e-17,1.8616262886089023e-15,0.9867256637168141,0.9703264094955489
CD63,8.462004,0.24509363,2.628212106585621e-17,1.9010907374138404e-15,1.0,1.0
RFX5,8.442977,0.96361774,3.093572808027306e-17,2.2201540852275967e-15,0.8982300884955752,0.629080118694362
