Gene_set,Term,P-value,Adjusted P-value,Old P-value,Old adjusted P-value,Odds Ratio,Combined Score,Genes
GO_Biological_Process_2023,Regulation Of Gene Expression (GO:0010468),8.724402610076367e-05,0.006285363097781105,0,0,2.812529905260136,26.288158647237108,TFAP2A;CRABP2;SIX1;ATXN7L3B;GATA3;AFF3;ASCL1;TOB1;ESR1;CLU;MLF2;PTBP1;CLDN3;TMEM98;KAT6B;BHLHE40;RBM20;SOX9;VSTM2A;SOX4
GO_Biological_Process_2023,Embryonic Cranial Skeleton Morphogenesis (GO:0048701),0.0001109825683101647,0.007662421487080955,0,0,39.80065717415115,362.43025328528176,TFAP2A;IRX5;SIX1
GO_Biological_Process_2023,Cellular Response To Estrogen Stimulus (GO:0071391),0.00013802307773623496,0.008796316915728512,0,0,36.48293172690763,324.263568132242,WBP2;SOX9;ESR1
GO_Biological_Process_2023,Coenzyme A Metabolic Process (GO:0015936),0.00013802307773623496,0.008796316915728512,0,0,36.48293172690763,324.263568132242,ACLY;DCAKD;COASY
GO_Biological_Process_2023,Rac Protein Signal Transduction (GO:0016601),0.00016901136543927262,0.010372290093810176,0,0,33.675625579240034,292.49114770548215,CYFIP1;NCKAP1;HACD3
GO_Biological_Process_2023,Ceramide Biosynthetic Process (GO:0046513),0.00018186761131191656,0.010762665426565919,0,0,15.829119442022668,136.32404180324332,CERS4;DEGS1;DEGS2;CERS2
GO_Biological_Process_2023,Fatty Acid Metabolic Process (GO:0006631),0.00019923174509153775,0.011277849211093796,0,0,7.684835630965005,65.48280611866342,ACLY;GPX4;MSMO1;ADIPOR1;SLC27A2;ACADSB
GO_Biological_Process_2023,Regulation Of Epithelial Cell Differentiation (GO:0030856),0.00020418556205963422,0.011277849211093796,0,0,31.26936316695353,265.67956127559563,GATA3;SOX9;CD24
GO_Biological_Process_2023,fatty-acyl-CoA Metabolic Process (GO:0035337),0.00024377837646819011,0.012722069288479108,0,0,29.183935742971887,242.78848773964128,SLC25A1;PPT1;SLC27A2
GO_Biological_Process_2023,Positive Regulation Of Transcription By RNA Polymerase II (GO:0045944),0.00024948379314889747,0.012722069288479108,0,0,2.833186787351593,23.50444794368567,TFAP2A;JUND;JUP;AUTS2;WBP2;IRX3;SIX1;GATA3;ASCL1;ZNF24;ESR1;PBX1;MUC1;TBL1XR1;SOX9;CGA;SOX4
GO_Biological_Process_2023,Regulation Of Cell Population Proliferation (GO:0042127),0.00025336649759795447,0.012722069288479108,0,0,3.058241588375728,25.324300109111476,TFAP2A;JUND;JUP;SIX1;GATA3;TOB1;ING1;CLU;SQLE;CLDN3;ERBB2;BCL2;SOX9;CGA;SOX4
GO_Biological_Process_2023,Epidermal Growth Factor Receptor Signaling Pathway (GO:0007173),0.0002618669993184657,0.012762165231491106,0,0,14.28324154209284,117.80351732121605,ERBB2;REPS2;GRB2;SOX9
GO_Biological_Process_2023,Regulation Of DNA-templated Transcription (GO:0006355),0.00027930880366944586,0.012898498761531603,0,0,2.226358257127488,18.218718336823517,CRABP2;WBP2;SIX1;GATA3;ASCL1;ZNF24;ING1;ZMYM2;TRPS1;BAHD1;SOX9;SOX4;TFAP2A;HEXIM1;JUND;IRX5;IRX3;WWP1;ESR1;PBX1;MLF2;TMEM98;TCIM;KAT6B;TBL1XR1;BHLHE40;PDCD4
GO_Biological_Process_2023,Release Of Cytochrome C From Mitochondria (GO:0001836),0.000288017172104206,0.012898498761531603,0,0,27.35918674698795,223.04550879069885,IFI6;BCL2;CLU
GO_Biological_Process_2023,Negative Regulation Of RNA Splicing (GO:0033119),0.000288017172104206,0.012898498761531603,0,0,27.35918674698795,223.04550879069885,PTBP1;RBM20;TMBIM6
GO_Biological_Process_2023,Unsaturated Fatty Acid Metabolic Process (GO:0033559),0.0003101265742383516,0.013231365910987192,0,0,13.61815453863466,110.01467052732282,GPX4;SCD;EPHX1;DEGS1
GO_Biological_Process_2023,Epidermis Development (GO:0008544),0.00031142019947404977,0.013231365910987192,0,0,9.177378542510121,74.10152643332286,DSP;UGCG;CALML5;SPINT1;CRABP2
GO_Biological_Process_2023,Cellular Response To Metal Ion (GO:0071248),0.0003319178940814012,0.013749698762322043,0,0,6.956404839638948,55.725136095240735,TFAP2A;SYT1;MT1G;CPNE3;CLU;FBP1
GO_Biological_Process_2023,Regulation Of Vesicle-Mediated Transport (GO:0060627),0.0003469163177198978,0.013756196829140373,0,0,8.953046311839637,71.32378957015374,RAB21;PTPN1;RAB5B;SYT1;RAB11A
GO_Biological_Process_2023,Positive Regulation Of DNA-templated Transcription (GO:0045893),0.0003486784953674687,0.013756196829140373,0,0,2.516396494443808,20.033939092185033,TFAP2A;JUND;JUP;AUTS2;WBP2;IRX3;SIX1;GATA3;ASCL1;ZNF24;ESR1;ING1;PBX1;TMEM98;KAT6B;TBL1XR1;ERBB2;SOX9;CGA;SOX4
GO_Biological_Process_2023,Regulation Of Cell Differentiation (GO:0045595),0.00039171285161394945,0.014508331131878905,0,0,5.585173745173745,43.8155847498087,TFAP2A;PTBP1;TRPS1;DAG1;SIX1;GATA3;CD24
GO_Biological_Process_2023,Amide Biosynthetic Process (GO:0043604),0.0003940101997191012,0.014508331131878905,0,0,12.728962131837307,99.78403679513413,CERS4;DEGS1;DEGS2;CERS2
GO_Biological_Process_2023,Steroid Biosynthetic Process (GO:0006694),0.0003940101997191012,0.014508331131878905,0,0,12.728962131837307,99.78403679513413,SQLE;MSMO1;PRLR;SLC27A2
GO_Biological_Process_2023,Bundle Of His cell-Purkinje Myocyte Adhesion Involved In Cell Communication (GO:0086073),0.00046574098864124935,0.01607776704538646,0,0,96.92266666666667,743.5791548600652,DSP;JUP
GO_Biological_Process_2023,Epithelial Tube Formation (GO:0072175),0.00046574098864124935,0.01607776704538646,0,0,96.92266666666667,743.5791548600652,GATA3;SOX9
GO_Biological_Process_2023,Positive Regulation Of Animal Organ Morphogenesis (GO:0110110),0.00046574098864124935,0.01607776704538646,0,0,96.92266666666667,743.5791548600652,SIX1;GATA3
GO_Biological_Process_2023,Actin Cytoskeleton Reorganization (GO:0031532),0.0004929585781484321,0.016670048244733712,0,0,11.948650427913101,90.98999351213534,PTPN1;CTTN;AUTS2;GRB2
GO_Biological_Process_2023,Positive Regulation Of Lamellipodium Assembly (GO:0010592),0.0005157965226409381,0.01709349676032069,0,0,21.884939759036143,165.66457773120118,CYFIP1;NCKAP1;AUTS2
GO_Biological_Process_2023,ERBB Signaling Pathway (GO:0038127),0.0005295392064898273,0.017204832650071448,0,0,11.709354838709677,88.329557467387,REPS2;CPNE3;GRB2;SOX9
GO_Biological_Process_2023,Negative Regulation Of Cell Differentiation (GO:0045596),0.0005623111423447793,0.017721698250004664,0,0,5.243219724437998,39.237400054224324,PTBP1;PDCD4;SOX9;GATA3;ASCL1;ADIPOR1;SOX4
GO_Biological_Process_2023,Secondary Alcohol Biosynthetic Process (GO:1902653),0.0005864937922006113,0.017721698250004664,0,0,20.842226047045322,155.09426699848797,ACLY;DHCR24;MSMO1
GO_Biological_Process_2023,Negative Regulation Of Intrinsic Apoptotic Signaling Pathway In Response To DNA Damage (GO:1902230),0.0005864937922006113,0.017721698250004664,0,0,20.842226047045322,155.09426699848797,MUC1;BCL2;CLU
GO_Biological_Process_2023,Regulation Of Transcription By RNA Polymerase II (GO:0006357),0.0006037824145697033,0.017721698250004664,0,0,2.11,15.639945964648929,WBP2;SIX1;GATA3;CXXC5;ASCL1;ZNF24;ING1;MUC1;CCND1;TRPS1;SOX9;CGA;SOX4;TFAP2A;HEXIM1;JUND;JUP;AUTS2;IRX5;IRX3;PCGF2;ESR1;PBX1;TMEM98;TBL1XR1;BHLHE40;FBP1
GO_Biological_Process_2023,Cholesterol Biosynthetic Process (GO:0006695),0.0006630931149669819,0.017721698250004664,0,0,19.894304490690033,145.59836001486062,ACLY;MSMO1;DHCR24
GO_Biological_Process_2023,Fatty Acid Derivative Biosynthetic Process (GO:1901570),0.0006630931149669819,0.017721698250004664,0,0,19.894304490690033,145.59836001486062,SLC25A1;PPT1;SLC27A2
GO_Biological_Process_2023,fatty-acyl-CoA Biosynthetic Process (GO:0046949),0.0006630931149669819,0.017721698250004664,0,0,19.894304490690033,145.59836001486062,SLC25A1;PPT1;SLC27A2
GO_Biological_Process_2023,Inner Ear Morphogenesis (GO:0042472),0.0006630931149669819,0.017721698250004664,0,0,19.894304490690033,145.59836001486062,TFAP2A;SIX1;SOX9
GO_Biological_Process_2023,Negative Regulation Of Response To Endoplasmic Reticulum Stress (GO:1903573),0.0006630931149669819,0.017721698250004664,0,0,19.894304490690033,145.59836001486062,PTPN1;TMBIM6;CLU
GO_Biological_Process_2023,Positive Regulation Of Peptidase Activity (GO:0010952),0.0006630931149669819,0.017721698250004664,0,0,19.894304490690033,145.59836001486062,CLDN4;CLDN3;PSME3
GO_Biological_Process_2023,Regulation Of Arp2/3 Complex-Mediated Actin Nucleation (GO:0034315),0.0006630931149669819,0.017721698250004664,0,0,19.894304490690033,145.59836001486062,CYFIP1;NCKAP1;WASHC5
GO_Biological_Process_2023,Glucose Metabolic Process (GO:0006006),0.0006952954850765021,0.0177283017884068,0,0,10.840800477897252,78.82534271876283,SLC25A1;G6PC3;FBP1;HK2
GO_Biological_Process_2023,Cardiac Muscle Cell-Cardiac Muscle Cell Adhesion (GO:0086042),0.0006954373061233809,0.0177283017884068,0,0,72.69,528.5267869718174,DSP;JUP
GO_Biological_Process_2023,Desmosome Organization (GO:0002934),0.0006954373061233809,0.0177283017884068,0,0,72.69,528.5267869718174,DSP;JUP
GO_Biological_Process_2023,Regulation Of Neuron Apoptotic Process (GO:0043523),0.0007854831165484736,0.019466374405234937,0,0,7.412178464810044,52.99123222031363,TFAP2A;BCL2;PPT1;SIX1;CLU
GO_Biological_Process_2023,Monoatomic Cation Transmembrane Transport (GO:0098655),0.0007871135094452269,0.019466374405234937,0,0,4.332672791689185,30.96621073836314,ATP6V0E1;ATP6AP1;ATP6AP2;SLC39A6;SLC39A11;ATP2A3;CLU;TMCO1
GO_Biological_Process_2023,Negative Regulation Of Intrinsic Apoptotic Signaling Pathway (GO:2001243),0.0008415462684084591,0.0202422750709374,0,0,10.269383135257499,72.7100008391457,PTPN1;BCL2;TMBIM6;CLU
GO_Biological_Process_2023,Inorganic Cation Transmembrane Transport (GO:0098662),0.0008429191188259992,0.0202422750709374,0,0,4.285222143026847,30.333542937959766,ATP6V0E1;ATP6AP1;ATP6AP2;SLC39A6;SLC39A11;ATP2A3;CLU;TMCO1
GO_Biological_Process_2023,Nervous System Development (GO:0007399),0.0008974445717921707,0.02113090219827504,0,0,3.5179781442168343,24.681991119132633,FARP1;NCKAP1;MARCKSL1;ADORA2A;ERBB2;APLP1;PPT1;WWP1;ASCL1;SOX4
GO_Biological_Process_2023,Positive Regulation Of Metabolic Process (GO:0009893),0.0009311715374303352,0.02113090219827504,0,0,7.123540741323061,49.715668445220615,MUC1;SCD;ADIPOR1;IGHA1;PRLR
GO_Biological_Process_2023,Fructose Metabolic Process (GO:0006000),0.0009691904448213053,0.02113090219827504,0,0,58.1504,403.5084998522249,ALDOC;FBP1
GO_Biological_Process_2023,Plasma Membrane To Endosome Transport (GO:0048227),0.0009691904448213053,0.02113090219827504,0,0,58.1504,403.5084998522249,RAB5B;RAB11A
GO_Biological_Process_2023,Positive Regulation Of Arp2/3 Complex-Mediated Actin Nucleation (GO:2000601),0.0009691904448213053,0.02113090219827504,0,0,58.1504,403.5084998522249,CYFIP1;NCKAP1
GO_Biological_Process_2023,Positive Regulation Of Epithelial Tube Formation (GO:1905278),0.0009691904448213053,0.02113090219827504,0,0,58.1504,403.5084998522249,SIX1;GATA3
GO_Biological_Process_2023,Regulation Of DNA-templated Transcription In Response To Stress (GO:0043620),0.0009691904448213053,0.02113090219827504,0,0,58.1504,403.5084998522249,MUC1;TCIM
GO_Biological_Process_2023,Apoptotic Process (GO:0006915),0.0009986669678960114,0.02147983497018855,0,0,4.735386631716907,32.71720863674239,NCKAP1;ADORA2A;IFI6;BCL2;DHCR24;MRPS30;HK2
GO_Biological_Process_2023,Response To Lipid (GO:0033993),0.0010111207771120742,0.02147983497018855,0,0,6.987468671679198,48.190446420981175,SCD;SOX9;ASCL1;AQP3;ESR1
GO_Biological_Process_2023,Vacuolar Acidification (GO:0007035),0.0010322798586541635,0.021651743364429734,0,0,16.831788693234476,115.73513445208401,ATP6V0E1;ATP6AP2;PPT1
GO_Biological_Process_2023,Positive Regulation Of Intracellular Signal Transduction (GO:1902533),0.0010630122036692504,0.02201764026849935,0,0,3.207460743633553,21.96035692840449,DDR1;HEXIM1;TCIM;GDF15;ERBB2;C18ORF32;PDCD4;GATA3;SOX9;CXXC5;TMEM9B
GO_Biological_Process_2023,Cholesterol Metabolic Process (GO:0008203),0.0011314626169070447,0.023146093286604608,0,0,9.439906347554631,64.0426292446793,ACLY;SQLE;MSMO1;DHCR24
GO_Biological_Process_2023,Sensory Organ Development (GO:0007423),0.0011968648840271765,0.023168961558579705,0,0,9.289810547875064,62.502307419158434,GATA3;ASCL1;SIPA1L3;PBX1
GO_Biological_Process_2023,Skin Development (GO:0043588),0.0011968648840271765,0.023168961558579705,0,0,9.289810547875064,62.502307419158434,DSP;UGCG;CSTA;DHCR24
GO_Biological_Process_2023,Generation Of Neurons (GO:0048699),0.0012393575574740881,0.023168961558579705,0,0,5.348706577974871,35.79976032521261,AUTS2;IRX5;IRX3;ERBB2;SIX1;ASCL1
GO_Biological_Process_2023,Regulation Of Gluconeogenesis (GO:0006111),0.0012570543121268425,0.023168961558579705,0,0,15.628657487091221,104.38355552592944,DDB1;ARPP19;FBP1
GO_Biological_Process_2023,Gluconeogenesis (GO:0006094),0.0012570543121268425,0.023168961558579705,0,0,15.628657487091221,104.38355552592944,SLC25A1;G6PC3;FBP1
GO_Biological_Process_2023,Positive Regulation Of Lamellipodium Organization (GO:1902745),0.0012570543121268425,0.023168961558579705,0,0,15.628657487091221,104.38355552592944,CYFIP1;NCKAP1;AUTS2
GO_Biological_Process_2023,Regulation Of Complement Activation (GO:0030449),0.001286387726849326,0.023168961558579705,0,0,48.45733333333333,322.5279984130624,CD59;CD55
GO_Biological_Process_2023,Bundle Of His Cell To Purkinje Myocyte Communication (GO:0086069),0.001286387726849326,0.023168961558579705,0,0,48.45733333333333,322.5279984130624,DSP;JUP
GO_Biological_Process_2023,"Fructose 1,6-Bisphosphate Metabolic Process (GO:0030388)",0.001286387726849326,0.023168961558579705,0,0,48.45733333333333,322.5279984130624,ALDOC;FBP1
GO_Biological_Process_2023,Unsaturated Fatty Acid Biosynthetic Process (GO:0006636),0.001286387726849326,0.023168961558579705,0,0,48.45733333333333,322.5279984130624,SCD;DEGS1
GO_Biological_Process_2023,Negative Regulation Of Transcription By Competitive Promoter Binding (GO:0010944),0.001286387726849326,0.023168961558579705,0,0,48.45733333333333,322.5279984130624,TFAP2A;MUC1
GO_Biological_Process_2023,Positive Regulation Of Cellular Biosynthetic Process (GO:0031328),0.0013545505308948792,0.02413430354508403,0,0,5.2527584204413476,34.69071675015216,DDB1;ERBB2;CIRBP;CLU;ARPP19;SOX4
GO_Biological_Process_2023,Intracellular pH Reduction (GO:0051452),0.0013800817987578212,0.024327612133422445,0,0,15.08932280847528,99.37243301127721,ATP6V0E1;ATP6AP2;RAB7A
GO_Biological_Process_2023,Kidney Development (GO:0001822),0.0014088963170936848,0.024574117867623535,0,0,8.86681329423265,58.21017383222334,TFAP2A;SIX1;GATA3;SOX4
GO_Biological_Process_2023,Protein Transport (GO:0015031),0.001471908204955411,0.025405748912615794,0,0,3.9134730213874716,25.520523131476207,ARF3;RAB21;RAB5B;CTTN;PPT1;COPG1;CLU;RAB7A
GO_Biological_Process_2023,Regulation Of Lamellipodium Assembly (GO:0010591),0.0015104176328041407,0.025801670284087228,0,0,14.585943775100402,94.74108832163533,CYFIP1;NCKAP1;AUTS2
GO_Biological_Process_2023,Receptor-Mediated Endocytosis (GO:0006898),0.001545085193255115,0.026118441241147244,0,0,6.322944297082228,40.926371248302054,CTTN;PPT1;ACKR3;CD9;GRB2
GO_Biological_Process_2023,Negative Regulation Of Neuron Apoptotic Process (GO:0043524),0.0016458103931955817,0.026118441241147244,0,0,8.480598410472183,54.35658527236413,BCL2;PPT1;SIX1;CLU
GO_Biological_Process_2023,Regulation Of Receptor Binding (GO:1900120),0.001646422752109439,0.026118441241147244,0,0,41.53371428571428,266.19582043425186,ATP2A3;PTPRF
GO_Biological_Process_2023,Muscle Cell Migration (GO:0014812),0.001646422752109439,0.026118441241147244,0,0,41.53371428571428,266.19582043425186,DDR1;SIX1
GO_Biological_Process_2023,Myelin Maintenance (GO:0043217),0.001646422752109439,0.026118441241147244,0,0,41.53371428571428,266.19582043425186,DEGS1;CLU
GO_Biological_Process_2023,Negative Regulation Of Receptor Binding (GO:1900121),0.001646422752109439,0.026118441241147244,0,0,41.53371428571428,266.19582043425186,ATP2A3;PTPRF
GO_Biological_Process_2023,Hexose Biosynthetic Process (GO:0019319),0.001648217547459804,0.026118441241147244,0,0,14.11504080839487,90.45004038988702,SLC25A1;G6PC3;FBP1
GO_Biological_Process_2023,Phosphate-Containing Compound Metabolic Process (GO:0006796),0.0016550611528789742,0.026118441241147244,0,0,5.041672473867596,32.28645367946551,G6PC3;GPX4;ALDOC;PLPP2;FBP1;HK2
GO_Biological_Process_2023,Positive Regulation Of Nucleic Acid-Templated Transcription (GO:1903508),0.0016787965376332237,0.026243074177908037,0,0,3.021053681134521,19.303560511774354,TFAP2A;TMEM98;KAT6B;WBP2;TBL1XR1;SIX1;GATA3;SOX9;ESR1;ING1;SOX4
GO_Biological_Process_2023,Positive Regulation Of Gene Expression (GO:0010628),0.0017586757742740669,0.02723482016796382,0,0,3.2027917105474537,20.315929655171445,TFAP2A;CLDN3;WBP2;ERBB2;CIRBP;RBM20;SOX9;VSTM2A;CLU;SOX4
GO_Biological_Process_2023,Endocytosis (GO:0006897),0.002003718296597619,0.02926455334852869,0,0,4.846823907799518,30.112108510606475,RAB5B;ADORA2A;CTTN;PPT1;REPS2;RAB7A
GO_Biological_Process_2023,Vesicle-Mediated Transport (GO:0016192),0.002012816526176426,0.02926455334852869,0,0,3.3885590425030627,21.036920970867776,ARF3;SNAP25;WASHC5;RAB5B;GDI1;REPS2;RAB11A;EXOC2;RAB7A
GO_Biological_Process_2023,Regulation Of Mitochondrial Depolarization (GO:0051900),0.0020486953460647724,0.02926455334852869,0,0,36.341,224.97085404724416,BCL2;IFI6
GO_Biological_Process_2023,Cellular Response To Increased Oxygen Levels (GO:0036295),0.0020486953460647724,0.02926455334852869,0,0,36.341,224.97085404724416,ATP6V1G1;ATP6AP1
GO_Biological_Process_2023,Coenzyme A Biosynthetic Process (GO:0015937),0.0020486953460647724,0.02926455334852869,0,0,36.341,224.97085404724416,DCAKD;COASY
GO_Biological_Process_2023,Ribonucleoside Bisphosphate Biosynthetic Process (GO:0034030),0.0020486953460647724,0.02926455334852869,0,0,36.341,224.97085404724416,DCAKD;COASY
GO_Biological_Process_2023,Diol Metabolic Process (GO:0034311),0.0020486953460647724,0.02926455334852869,0,0,36.341,224.97085404724416,DEGS2;PLPP2
GO_Biological_Process_2023,Positive Regulation Of Actin Nucleation (GO:0051127),0.0020486953460647724,0.02926455334852869,0,0,36.341,224.97085404724416,CYFIP1;NCKAP1
GO_Biological_Process_2023,Purine Nucleoside Bisphosphate Biosynthetic Process (GO:0034033),0.0020486953460647724,0.02926455334852869,0,0,36.341,224.97085404724416,DCAKD;COASY
GO_Biological_Process_2023,Negative Regulation Of Cell Motility (GO:2000146),0.002188469063795021,0.030993959305199572,0,0,5.819516740569372,35.64193892870157,CLDN3;IGFBP5;DAG1;GATA3;ING1
GO_Biological_Process_2023,G2/M Transition Of Mitotic Cell Cycle (GO:0000086),0.002277025544551751,0.031974841756968235,0,0,12.50051635111876,76.06420785546214,ARPP19;LCMT1;FBXL7
GO_Biological_Process_2023,Negative Regulation Of Apoptotic Signaling Pathway (GO:2001234),0.002303573262483952,0.03207580584820091,0,0,7.698005093378608,46.752246369185364,PSME3;BCL2;TMBIM6;CLU
GO_Biological_Process_2023,Positive Regulation Of Protein Metabolic Process (GO:0051247),0.0023444697752100364,0.03226763487072201,0,0,4.691359626362221,28.409447776948443,DDB1;ERBB2;CIRBP;CLU;SOX4;RAB7A
GO_Biological_Process_2023,Regulation Of Receptor-Mediated Endocytosis (GO:0048259),0.002454335589598652,0.03226763487072201,0,0,12.152945113788487,73.03797499505188,RAB21;PPT1;CLU
GO_Biological_Process_2023,Negative Regulation Of Signal Transduction (GO:0009968),0.0024769501493139656,0.03226763487072201,0,0,4.012451361867704,24.07762624293342,PTPN1;IGFBP5;TCIM;GDF15;BCL2;TMBIM6;GATA3
GO_Biological_Process_2023,Regulation Of Ventricular Cardiac Muscle Cell Action Potential (GO:0098911),0.0024926115047992866,0.03226763487072201,0,0,32.30222222222222,193.63322651126177,DSP;JUP
GO_Biological_Process_2023,Sphingoid Metabolic Process (GO:0046519),0.0024926115047992866,0.03226763487072201,0,0,32.30222222222222,193.63322651126177,DEGS2;PLPP2
GO_Biological_Process_2023,Epithelial Cell-Cell Adhesion (GO:0090136),0.0024926115047992866,0.03226763487072201,0,0,32.30222222222222,193.63322651126177,DSP;JUP
GO_Biological_Process_2023,Negative Regulation Of RNA Metabolic Process (GO:0051253),0.0024926115047992866,0.03226763487072201,0,0,32.30222222222222,193.63322651126177,PTBP1;TMBIM6
GO_Biological_Process_2023,Negative Regulation Of Intrinsic Apoptotic Signaling Pathway In Response To DNA Damage By P53 Class Mediator (GO:1902166),0.0024926115047992866,0.03226763487072201,0,0,32.30222222222222,193.63322651126177,MUC1;BCL2
GO_Biological_Process_2023,Positive Regulation Of Branching Involved In Ureteric Bud Morphogenesis (GO:0090190),0.0024926115047992866,0.03226763487072201,0,0,32.30222222222222,193.63322651126177,SIX1;SOX9
